node1,node2,distance
自衛隊前,玉野台南,432.76251784603994
自衛隊前,玉野,298.68037007020297
押沢台5丁目,中央台,1503.547004646531
玉野台北,玉野台南,466.75666375039305
玉野台南,玉野,443.37053945028674
かみや団地,坂下公民館,1006.9509328751079
かみや団地,下神屋,1005.5229786496046
かみや団地,かみや団地口,477.06044140450155
愛知県コロニー,高森台四丁目,1210.3697432152344
愛知県コロニー,坂下出張所前,714.6450972563272
愛知県コロニー,愛知学園前,449.26319539371053
高森台四丁目,烏洞橋,892.312205598539
高森台四丁目,高森台西,867.048970653685
高森台四丁目,愛知学園前,1377.7440711988927
神屋,かみや団地口,772.5098005201186
神屋,神屋住宅前,594.6705622447995
神屋,坂下出張所前,621.0524861088973
神屋,愛知学園前,459.89649790290224
中部大学東,中部大学前,272.9036866663005
中部大学東,神明,757.9731268443473
烏洞橋,藤山台東,944.241236211808
烏洞橋,岩成台北,1015.0249805426561
烏洞橋,藤山台,780.064878461847
烏洞橋,高森台西,613.2015258174786
藤山台東,岩成台北,576.2316043905612
藤山台東,中央台,283.5192585647413
岩成台北,藤山台,549.317720222558
岩成台北,藤山台南,805.7680961555234
藤山台,藤山台南,578.4473664306789
藤山台,高森台西,843.217820067701
藤山台南,庄名,943.1702002259332
藤山台南,白山,975.8216176769118
庄名,神明,863.6344314918765
坂下二丁目,上野北,318.35393458557166
坂下二丁目,中部大学北,496.87608090794924
春日井駅,春日井駅前,79.06578007465002
乙輪町,春日井駅前,521.7350156892218
南島,東野新町,620.0333964926543
東野新町,東野口,448.52159736613953
前並町1丁目,西部中学校,282.8038127364253
下中公園,柏井町四丁目サティ前,1598.829260719089
下中公園,春日井高等養護学校,297.589992394319
若草通一丁目,柏井町一丁目,485.40935696335447
若草通一丁目,八幡社前,489.4272598376114
柏井町一丁目,勝川駅南,275.3610728613404
柏井町一丁目,勝川駅前,291.3885968794451
柏井町一丁目,八幡社前,468.65447373557816
辻山西公園,高山,304.72063108717987
辻山西公園,辻山橋東,487.0158657296965
高山,八田,1559.802915688682
高山,大手小学校南,1017.9636994852592
高山,辻山橋東,679.1052180725247
坂下五丁目,下神屋,439.84795810917433
坂下五丁目,神屋住宅前,639.3436915258072
坂下五丁目,坂下公民館,656.8570227249837
坂下五丁目,愛知学園前,1191.085733484888
下神屋,神屋住宅前,473.3539256867006
下神屋,坂下公民館,309.3728641683556
下神屋,かみや団地口,904.5874186166255
神屋住宅前,かみや団地口,621.3124406240696
神屋住宅前,愛知学園前,901.2149825498624
坂下出張所前,愛知学園前,581.3169597675555
中部大学前,神明,900.4739296475583
神明,上野,712.8149460876778
神明,中部大学北,995.7566134944627
上野,上野北,243.2016369935138
上野,中部大学北,398.05388847640916
上野北,中部大学北,352.64056697322115
柏井町四丁目サティ前,八幡社前,417.13046654901865
勝川駅南,勝川駅前,98.94589681814635
八田,大手小学校南,895.1165509015852
大手小学校南,辻山橋東,396.87578789350835
